N,Title,Nchar
2201,Efficacy of Abatacept in Rheumatoid Arthritis- associated Usual Interstitial Pneumonia. National Multicenter Study of 233 Patients During a Long-Term Follow Up,159
2202,"Long-Term Effects of Abatacept on Arthritis and Atherosclerosis in Older vs Younger Patients with Rheumatoid Arthritis: 3-year Results of a Prospective, Multicenter, Observational Study",185
2203,"24-week, Post-Marketing Surveillance Analysis of Upadacitinib in Japanese Patients with Rheumatoid Arthritis (Encore1)",118
2204,The Potential of Autologous Patient-derived Circulating Extracellular Vesicles to Improve Drug Delivery in Rheumatoid Arthritis,127
2205,Cost-utility of a Progressive Spacing of Tocilizumab or Abatacept in Patients with Rheumatoid Arthritis in Sustained Remission: A Medico-economic Analysis of the Towards the Lowest Efficacious Dose Trial,203
2206,Systemic Glucocorticoids Are Associated with a Time and Dose-dependent Risk of Major Adverse Cardiovascular Event in Patients with Rheumatoid Arthritis: A Population-based Study,177
2207,"Common IL-6 Signaling Is Inhibited by IL-6 Inhibitors and JAK Inhibitors, but Which Is Better at Preventing Bone Destruction in RA?",131
2208,Subcutaneus vs Intravenous Abatacept in Rheumatoid Arthritis-Interstitial Lung Disease. National Multicenter Study of 509 Patients,130
2209,Window of Opportunity in the Treatment of Rheumatoid Arthritis-Interstitial Lung Disease with Abatacept. National Multicenter Study of 509 Patients,147
2210,"JAK Inhibitors in Rheumatoid Arthritis-Interstitial Lung Disease. National Multicenter Study of 73 Patients, 55 of Baricitinib",126
2211,"Real-World Drug Persistence of GP2015, an Etanercept Biosimilar, in Patients with Rheumatoid Arthritis: Results from the Multi-Country COMPACT Study",148
2212,"Cellular and Proteomic Changes Following Administration of Peresolimab, in a Phase 2a Trial in Rheumatoid Arthritis",115
2213,Characterization of Crevicular Fluid Microbiota in Primary Sjögren’s Syndrome,77
2214,Increased Risk of Dementia in Patients with Primary Sjogren’s Syndrome: A Nationwide Population-based Cohort Study,114
2215,Disease Burden of Patients with Primary Sjögren’s Disease: Results from a Multinational Real-World Survey,105
2216,Salivary and Plasma Mitochondrial Double-strand RNAs as a Diagnostic Biomarker for Sjӧgren Syndrome,99
2217,Secretagogue Effect of PDE4 Inhibitor Apremilast on Human Salivary Gland Organoids Obtained from Primary Sjögren’s Syndrome Patients,132
2218,Mitochondrial Alterations in Primary Sjögren´s Syndrome,55
2219,Evolution of Lymphoma Predictors in Primary Sjogren’s Syndrome by Data Driven Analysis in Harmonized Patients,109
2220,Development of Salivary Gland Organoids to Study Sjögren Syndrome,65
2221,35 Years Follow-up of Primary Sjögren’s Disease: A Single Center Study,70
2222,Neurological Complications in Sjögren’s: Occurrence & Impact on Patient Quality of Life,87
2223,"Association Between Illness Perception, Anxiety and Depression State, Disease Activity and Glucocorticoid Therapy in Patients with Sjӧgren’s Syndrome",149
2224,Lung Cysts in Primary SS: New Findings on an Allegedly Innocuous Iiagnosis,74
2225,Lymphopenia Fluctuation Patterns Determine the Trajectory of the Disease in Sjogren’s Patients with Hematological Involvement,125
2226,Saliclick: A Novel Technology for Minimal Invasive Salivary Gland Biopsy in Suspected Sjögren’s Syndrome,104
2227,Efficacy of anti-CD38 Treatment with Daratumumab in Two Cases of Refractory and Severe Sjogren Disease,102
2228,New Inducible Mouse Model of Sjögren’s Syndrome Represents a Valuable Tool to Assess the Impact of Gene Knockout on the Disease’s Physiopathology,145
2229,Anti-citrullinated Protein Antibodies in Sjögren’s Syndrome Define a Subset of Patients with Lower B Cell Activation Markers and Higher Risk of Lung Involvement,160
2230,Association of Self-perceived Oral Health Status with ESSPRI Reported by Sjögren’s Syndrome Patients,100
2231,Regional Differences in Clinical Phenotype of Axial Spondyloarthritis. Results from the International Map of Axial Spondyloarthritis (IMAS),139
2232,Females with Axial Spondyloarthritis Report Higher Burden of Disease and Worse Patient-reported Outcomes. Results from the International Map of Axial Spondyloarthritis (IMAS),174
2233,"Diagnostic Delay in Patients Included in the International Map of Axial Spondyloarthrtis: Associations with Geographic, Socio-demographic and Disease-related Factors",165
2234,Which Factors Are Associated with Clinically High Disease Activity in Axial Spondyloarthritis? Results from the International Map of Axial Spondyloarthritis (IMAS),163
2235,Four-year Secukinumab Treatment Outcomes in Axial Spondyloarthritis and Psoriatic Arthritis Patients Treated in Routine Care: Results from the EuroSpA Collaboration,164
2236,Sensitivity to Change of Structural Outcomes in Early Axial Spondyloarthritis After 10 Years of Follow Up. Data from DESIR Cohort,129
2237,When Usual Care Is Not so Usual: Facing the Challenges of Protocol Violations and Generalisability When Running a Strategy Trial. the Example of the Cluster-Randomized TICOSPA Trial,181
2238,"Deucravacitinib, an Oral, Selective, Allosteric Tyrosine Kinase 2 Inhibitor, in Patients with Moderate to Severe Psoriasis: Long-Term Efficacy in Placebo Crossovers",164
2239,Self-Reported and Physician´s Assessment of Inflammatory Back Pain According to ASAS Criteria: Is It the Same?,110
2240,Residual Disease Activity in Canadian Patients with Axial Spondyloarthritis: Results from a Multi-registry Analysis (UNISON-Axial SpA),134
2241,"Disease Activity and Widespread Pain Are the 2 Key Drivers of Global Health in Axial Spondyloarthritis, with Similar Findings in Different Patient Populations: An Analysis of 4 Databases and 6064 Patients",204
2242,Increased Frequency of Activated MAIT Cells Expressing the Gut Homing Receptor CCR9 in Patients with Radiographic Axial Spondyloarthritis,137
2243,"Knowledge, Awareness, and Attitudes Regarding Inflammatory Back Pain Among Non-Rheumatology Physicians in the United States",123
2244,Awareness and Attitudes Regarding Axial Spondyloarthritis Among Non-Rheumatology Physicians in the United States,112
2245,Prevalence and Clinical Characteristics of Late Onset Axial Spondyloarthritis: Results from a Multicentre Nationwide Study,122
2246,Antibodies to Four Novel Peptides in New Onset Axial Spondyloarthritis,70
2247,A Two-year Comparison of Back Pain and Morning Stiffness in Axial Spondyloarthritis and Non-axial Spondyloarthritis Chronic Back Pain Patients in the Spondyloarthritis Caught Early (SPACE) Cohort,195
2248,"Interpretation of Disease-specific Questionnaires on Disease Activity, Functional Capacity and Quality of Life in Daily Practice in Axial Spondyloarthritis",155
2249,Identification of a Diagnostic Model for Axial Spondyloarthritis in Daily Clinical Practice Using a Random Forest Machine Learning Approach,139
2250,Systematic Literature Review and Meta-analysis Informing the Development of 2023 Spondyloarthritis Research and Treatment Network (SPARTAN) Referral Recommendations for Axial Spondyloarthritis,192
2251,Can Axial Spondyloarthritis Unequivocally Be Diagnosed by Rheumatologists in Patients with Chronic Back Pain of Less Than Two Years Duration? The Primary Outcome of the Two-year SPondyloArthritis Caught Early (SPACE) Cohort,223
2252,Hierarchy of Determinants of Work Impairment in Spondyloarthritis: Data from the Assessment of Spondyloarthritis International Society Health Index (ASAS-HI) International Validation Study,188
2253,Gender Disparities in Disease Activity Scores and Treatment Response Among Patients with Axial Spondyloarthritis,112
2254,Exploring Metabolite Markers Associated with Treatment Response of Biologic Disease Modifying Antirheumatic Drugs in Psoriatic Arthritis Patients,145
2255,Comparing the Construct Validity Among Measures of Pain and Stiffness in Patients with Axial Spondyloarthritis,110
2256,Factors Associated with Achieving Remission in Patients with Early Peripheral Spondyloarthritis: 10-Year Results from the German Spondyloarthritis Inception Cohort,163
2257,Clinical and Molecular Patterns Associated with Persistence of Inflammation in Spondyloarthritis Patients: Unveiling Potential Biomarkers,137
2258,"Association Spondyloarthritis and Inflammatory Bowel Disease, More Severe Diseases on Both Sides",96
2259,"Relationship Between Sleep Quality, Disease Activity, and Psychological Factors in Patients with Axial Spondyloarthritis: A Cross Sectional Study",145
2260,Difficult to Treat Axial Spondyloarthritis. Predictors of Poor Outcomes,71
2261,"Long-term Evolution of Spondyloarthritis Patients Included in REGISPONSER, 17 Years Later (REGISPON-3 Study)",108
2262,How Do Spondyloarthritis Start? Identification of the First Signs or Symptoms According to Diagnosis and HLA-B27. Data from REGISPONSER and RESPONDIA Registries,160
2263,"The Impact of Smoking Status on One Year Secukinumab Retention Rate in 1,684 Patients with PsA: Real-World Results from the EuroSpA Collaboration",145
2264,Early Improvement in 3 Visual Analogue Scale (3VAS)/4VAS Predicts Reduced Rates of Radiographic Change in Bio-naive Active Psoriatic Arthritis Patients Receiving Guselkumab Treatment,182
2265,"Individual Entheseal Points Have Differential Frequency of Involvement and Impact on Patient Reported Outcomes in Patients with Active Psoriatic Arthritis: Pooled Analysis of Two Phase 3, Randomized, Double-Blind, Placebo-Controlled Studies",240
2266,Bimekizumab Treatment in Patients with Active PsA and Prior Inadequate Response to TNF Inhibitors: Sustained Efficacy and Safety Results from a Phase 3 Study and Its Open-Label Extension up to 1 Year,199
2267,Ixekizumab Significantly Improves Nail Disease and Adjacent Joint Tenderness and Swelling in Psoriatic Arthritis,112
2268,"Guselkumab, an IL-23p19 Subunit–specific Monoclonal Antibody, Is Able to Bind CD64+ Myeloid Cells, Potently Neutralize IL-23 Produced from the Cells, and Mediate Internalization of IL-23",186
2269,Neutrophil Levels Associate with Early Improvement in Spinal Pain and Week 24 Multi-Domain Disease Control During Guselkumab Treatment in Active Psoriatic Arthritis: Post Hoc Pooled Analyses of Two Phase 3 Randomized Controlled Trials,234
2270,Disagreement Between Patient and Physician Global Assessment over Time in Psoriatic Arthritis: Insight into Treatment Priorities,128
2271,Identifying Differentially Expressed Genes to Predict TNF-Alpha and IL-17A Inhibitor Response in Psoriatic Arthritis,116
2272,Guselkumab Provides Rapid Clinically Meaningful Improvements in Clinical and Patient Reported Outcomes and Sustained Disease Control of Psoriatic Arthritis,155
2273,Upadacitinib in Refractory Psoriatic Arthritis. Multicenter Study of 134 Patients in Clinical Practice,102
2274,"Longitudinal Effect of Guselkumab on Biomarkers of Inflammation and Cardiovascular Risk in Bionaive Patients with Active Psoriatic Arthritis and High Systemic Inflammatory Burden: Post-hoc Analysis of a Phase 3, Randomized, Double-blind, Placebo-Controlled Study",262
2275,Achievement of Disease Control in PsA Patients Treated with Upadacitinib at Week 152: Post Hoc Analysis of the Long-term Extensions of Two Phase 3 Trials,153
2276,Persistence to Therapy Among Patients with Psoriatic Arthritis Treated with IL-17A or TNFα Inhibitors (IL-17Ai or TNFi),119
2277,"Guselkumab Efficacy in Active Psoriatic Arthritis Patients with or Without Hyperuricemia: Post-hoc Analysis of Two Phase 3, Randomized, Double-blind, Placebo-Controlled Studies",176
2278,"Irrespective of the Number of Erosions at Baseline, Patients with Psoriatic Arthritis Treated with Ixekizumab Show Improved Clinical Outcomes",141
2279,Ultrasound Enthesitis Responsiveness versus Clinical Enthesitis Responsiveness: Week 52 Results of an Exploratory Analysis from a Phase 3b Study in Patients with Psoriatic Arthritis,181
2280,Switching Between Biologics and Targeted Synthetic Therapies Due to Inefficacy in Psoriatic Arthritis,101
2281,Drug Survival of Risankizumab vs Other Biologics After 13 Months of Treatment Among Patients with PsA in the Multicountry Postmarketing Observational VALUE Study,161
2282,Real-World Switching and Discontinuation Patterns for Biologic Disease-Modifying Antirheumatic Drugs in Patients with Active Psoriatic Arthritis in Japan,153
2283,Gender Differences in Switching Biological and Targeted Synthetic Therapies in Psoriatic Arthritis,98
2284,Primary Non-response in Psoriatic Arthritis Treated with Biologics and Targeted Synthetic Therapies in Daily Clinical Practice,126
2285,Bimekizumab-Treated Patients with Active PsA Showed Sustained Improvement in Disease Symptoms Assessed by the PsA Impact of Disease (PsAID)-12 Questionnaire: 1-Year Results Reported from Two Phase 3 Studies,206
2286,"Bimekizumab Impact on Health-Related Quality of Life and Physical Function in Patients with Active Psoriatic Arthritis Who Were Biologic DMARD‑Naïve or Had Inadequate Response or Intolerance to TNF-α Inhibitors: 1-Year Results from Two Phase 3, Randomized Studies",263
2287,Direct and Indirect Effects of Upadacitinib or Adalimumab on Pain in Psoriatic Arthritis: Results from a Randomized Phase 3 Study,129
2288,"Bimekizumab Maintained Efficacy Responses Through 52 Weeks in Patients with Psoriatic Arthritis and Inadequate Response or Intolerance to TNF-α Inhibitors Who Were Responders at Week 16: Results from a Phase 3, Randomized Study",227
2289,"Deucravacitinib, an Oral, Allosteric, Selective Tyrosine Kinase 2 Inhibitor, in Patients with Plaque Psoriasis Who Screened Positive for Psoriatic Arthritis in POETYK PSO-1 and POETYK PSO-2: Effect on Joint Pain and Peripheral Joint Disease vs Placebo and Apremilast",266
2290,The Effects of Interleukin 17 Inhibitors on Major Adverse Cardiovascular Events in Patients Naïve to Biologic Agents with Psoriasis or Psoriatic Arthritis: A Systematic Review and Meta-Analysis of Randomized Controlled Trials,225
2291,Bimekizumab versus Secukinumab for the Treatment of Nail Psoriasis in Patients with Moderate to Severe Plaque Psoriasis: Results from the BE RADIANT Phase 3b Trial,163
2292,The Impact of Clinical Trial Metrics in Psoriatic Arthritis,59
2293,Outcomes and Clinical Features of Acute Coronary Syndrome in Patients with SLE: A 14-Year Real-World Study (2006-2019),118
2294,Brain Activity Patterns and Behavioural Performance in SLE Patients During a Spatial Working Memory and Sustained Attention Task,128
2295,The Effects of Systematic Lupus Erythematosus Related Cognitive Impairments on Activities of Daily Living and Life Role Participation: A Qualitative Framework Study,164
2296,Right Insular Cortex-Thalamic Functional Connectivity as a Potential Marker for Fatigue in Systemic Lupus Erythematosus and Primary Sjögren’s Syndrome,150
2297,Burden of Flare and Organ Damage in Systemic Lupus Erythematosus (SLE) in the Asia Pacific Region: A Multicenter Cohort Study,125
2298,Identifying Important Domains for Inclusion in a Novel Treatment Response Measure for Systemic Lupus Erythematosus (TRM-SLE): Results of a Modified Delphi Study,160
2299,Disease Activity Progression in Systemic Lupus Erythematosus: An Analysis of the SLE Prospective Observational Cohort Study (SPOCS),131
2300,Proposal for Defining Moderate and Severe Activity States in Systemic Lupus Erythematosus. Impact on Flares and Other Outcomes,126
2301,Lupus Damage Index Revision – Item Generation and Reduction Phase,65
2302,Direct Health Care Costs Differ by SLE Autoantibody Machine Learning Clusters in an International Inception,107
2303,Explainable Machine Learning to Predict Hospitalized Infection in Patients with Systemic Lupus Erythematosus,108
2304,Mental Illness and Outcomes of COVID-19 in Patients with Systemic Lupus Erythematosus: A Global Multicenter Cohort Study,120
2305,Evaluating Global Patterns in Treatment and Prevalence of Glucocorticoid Related Comorbidities in Systemic Lupus Erythematosus: An International Study,150
2306,Factors Associated with Discordance Between Patient and Physician Perception of Disease Activity Among Patients with Systemic Lupus Erythematosus: An International Collaborative Study,183
2307,Longitudinal Changes in Type 1 & Type 2 SLE Activity,52
2308,Age and Race-Based Differences in Emergency Department Utilization for Systemic Lupus Erythematosus in the United States,120
2309,Predicting SLE Disease Activity with Blood Biomarkers: A Step Towards Precision Medicine,88
2310,Lupus Low Disease Activity State as an Attainable Target in Lupus Nephritis Associated with Reduced Risk of Relapse,115
2311,Lupus Low Disease Activity State Ameliorates the Poor Prognosis in Lupus Nephritis Patients with anti-Sm Autoantibody,117
2312,Patient Reported Impact of Lupus on Quality of Life,51
2313,"Patients with Systemic Lupus Erythematosus: A Comparative Study Between Two Large, Multi-centric, Spanish and Argentinian Registers, Focused on Outcomes Differences",164
2314,Pregnancy in Connective Tissue Diseases: A 30 Year Follow-up Study of 465 Pregnancies from a Spanish Monocentric Registry,121
2315,"Sociodemographic Features, Health-Related Quality of Life (HRQoL), Previous General Self-Efficacy and Corticosteroids (CS) Are Associated with General Self-Efficacy in Systemic Lupus Erythematosus (SLE) Patients. Data from a Prevalent Latin American Lupus Cohort",262
2316,The LFA-REAL Clinician Reported Outcome Predicts Damage in Patients with Systemic Lupus Erythematosus (SLE). Data from a Prevalent Latin American Lupus Cohort,158
2317,Epidemiology and Risk of Brain Abscess in Patients with Systemic Lupus Erythematosus in Taiwan: A Nationwide Population-based Study,131
2318,Increased Risk of Systemic Lupus Erythematosus Flare After COVID-19,67
2319,Anti-SARS-CoV-2 Vaccination Among Patients Living with Systemic Lupus Erythematosus in Sweden: Coverage and Clinical Effectiveness,130
2320,Effect of Air Pollutant Exposure on Disease Activity of Systemic Lupus Erythematous: A Prospective Longitudinal Study from Korea,128
2321,Vaccine Uptake in Women with Systemic Lupus Erythematosus (SLE) – Study Update,78
2322,Systemic Lupus Erythematosus and Functional Work Disability: A Qualitative Perspective Using a Work Disability Prevention Approach,130
2323,Mental Health of Lupus Erythematosus Patients Managed in an Academic Safety-Net Clinic,86
2324,Scoping Literature Review and Focus Groups Interviews to Identify Candidate Domains for the SLE OMERACT Core Domain Set,119
2325,Short and Long Term Outcomes of Patients with Pure Membranous Lupus Nephritis Compared to Patients with Proliferative Disease,125
2326,Association of Mycophenolate and Azathioprine Use with Cognitive Function in Systemic Lupus Using a Bayesian Longitudinal Item-response Theory Model,148
2327,"Therapeutic Drug Monitoring (TDM) of Hydroxychloroquine in Whole Blood: Analysis of over 10,000 Patient Results Using Lab Developed Liquid Chromatography Tandem Mass Spectrometry",178
2328,Is Machine Learning Useful to Predict Flare During Pregnancy in Systemic Lupus Erythematosus?,93
2329,Recurrent Intracellular Infections Cluster Together in Patients of SLE with Lymphopenia and Active Disease,106
2330,Organ Damage Progression in Systemic Lupus Erythematosus: An Analysis of the SLE Prospective Observational Cohort Study (SPOCS),127
2331,Predictors of Adherence to Cervical Cancer Screening Guidelines Among Patients with Systemic Lupus Erythematosus,112
2332,Association Between EQ-5D-5L and SLEDAI Scores in Patients with Systemic Lupus Erythematosus in the United States and Europe: A Real-world Survey,145
2333,Interferon-α as a Biomarker to Predict Flares in Lupus Nephritis,64
2334,SLE Patients Are at High Risk for Tuberculosis Infection: Data from a Lupus Center of an Endemic Country,104
2335,Medication-related Hospitalizations in Systemic Lupus Erythematosus,67
2336,Outcomes of COVID-19 Before and During the Omicron Variant Period in Patients with Systemic Lupus Erythematosus: A Global Multicenter Cohort Study Using the TriNetX Network,172
2337,Relapse in Japanese Patients with Newly Diagnosed SLE and Its Clinical Characteristics in Daily Clinical Practice: A Single Center Experience in Recent 10 Years,160
2338,Persistently Active Disease in Adult Patients with Childhood Onset Systemic Lupus Erythematosus,95
2339,Are Neuropsychiatric Symptoms in Systemic Lupus Erythematosus (NPSLE) Associated with More Frequent Hospitalizations or Exposure to a Greater Number of Immunosuppressive Medications?,182
2340,Disparity in Healthcare in Systemic Lupus Erythematosus: A Single-Center Study,78
2341,Infection Vulnerability in Pregnant Women with and Without Systemic Lupus Erythematosus,87
2342,Changes in Rheumatology Disease Measures After Initiation of Belimumab Treatment in Patients with Systemic Lupus Erythematosus,126
2343,Comparing Social Vulnerability Index to Area Deprivation Index to Patient Outcomes in SLE and Glucocorticoid Utilization,120
2344,The Association Between Poverty and SLE Disease Burden: Experiences from a Saint Lucian Cohort,94
2345,Enterococcus Gallinarum Prevalence in Patients with Systemic Lupus Erythematosus,80
2346,Machine Learning Approaches for Prediction of Renal Flares in Systemic Lupus Erythematosus: Knowledge-Driven Models Outperformed Data-Driven Models,147
2347,Effect on Lupus Outcomes of the Protective Allele at rs1876453 in the Complement Receptor 2 Gene,96
2348,Fungal Infections in Hospitalized Patients of Systemic Lupus Erythematosus: A Nationwide Cohort Analysis,104
2349,Utilization of Palliative Care in Hospitalized Patients with Systemic Lupus Erythematosus: A Nationwide Cohort Analysis,119
2350,Comparison of Disease Severity and Outcomes in Adolescent-Onset and Young Adult-Onset Systemic Lupus Erythematosus,114
2351,Assessing Lupus Disease Activity Following the Onset of End-Stage Kidney Disease Within a Single Tertiary Centre in South London,128
2352,Effect of SARS-CoV2 Infection on Disease Flares in Patients with Systemic Lupus Erythematosus: A Case-control Study,115
2353,Effect of SLE-DAS Remission on Quality of Life in Patients with Systemic Lupus Erythematosus: A Cross-sectional Validation Study,128
2354,The Association Between Systemic Lupus Erythematosus (SLE) and Bone Mineral Density (BMD) Polygenic Risk Scores with Lumbar Spine BMD Z-score: A Retrospective Cohort Study,171
2355,Changes in the Causes and Predictors of Lupus Mortality in Spain Through the Last Decades: Data from the RELESSER Registry,122
2356,Predicting Remission and Low Disease Activity Attainment in Patients with Systemic Lupus Erythematosus,102
2357,Does the Perspective of SLE Patients Match the Expert Opinion and Definitions of Remission and Low Disease Activity State? Prospective Analysis of 500 Patients from a Spanish Multicenter Cohort,193
2358,Identifying SLE Patients with Depression Using a Zero-Inflated Hidden Markov Model and Predicting Factors Associated with Transition from a Non-depressed State to a Depressed State,180
2359,An Electronic Health Record-Based Algorithm for Predicting Systemic Lupus Erythematosus Flares: Integrating Clinical Factors and Social Determinants of Health,158
2360,Leveraging ChatGPT for Real-World Systematic Lupus Erythematosus Data Curation from Electronic Health Records: A Feasibility Study,130
2361,Longitudinal ANA Titers in SLE and ANA-associated Rheumatic Diseases,68
2362,Efficacy and Safety of Voclosporin in Patients with Proteinuria > 2 G/g,71
2363,Hydroxychloroquine Improves Low Complement Levels,49
2364,"Deucravacitinib, an Oral, Allosteric, Tyrosine Kinase 2 (TYK2) Inhibitor, in Patients with Active Systemic Lupus Erythematosus: Patient-Reported Outcomes in a Phase 2 Trial",172
2365,"AMTX-100, a Nuclear Transport Inhibitor, Attenuates Inflammatory Cytokine Production in vitro and Following UV Mediated Skin Inflammation in a Mouse Model of Cutaneous Lupus Erythematosus in vivo",195
2366,Disease-Related Outcomes of Cognitive Behavioral Therapy in Randomized Control Trial for Youth with Childhood-onset SLE: A Secondary Analysis,141
2367,Molecular Predictors of Treatment Response in Two Trials of Abatacept in Systemic Lupus Erythematosus,101
2368,Dapirolizumab Pegol Efficacy by Subgroups in Patients with SLE: A Post Hoc Analysis of Phase 2b Clinical Trial Data,115
2369,Dapirolizumab Pegol Impacts Important Immunologic Pathways in SLE: Pharmacodynamic Analysis of B Cell and Type I Interferon Pathways from a Phase 2b Trial,154
2370,Remission Attainment in Patients with Systemic Lupus Erythematosus Treated with Anifrolumab Compared with Placebo over a 4-Year Period,134
2371,Defining a Basket Population for ANA+ Arthritis Trials,54
2372,Identification of Urine Metabolites Linked to Disease Activity That Are Modulated by Anifrolumab in a Phase 2 LN Trial Using Untargeted Metabolomics Analysis,157
2373,"Safety and Tolerability of NIM-1324, an Oral, Once-daily LANCL2 Agonist, in a Randomized, Double-Blind, Placebo-Controlled Phase 1 Study in Normal Healthy Volunteers",165
2374,"Results of Single-Arm, Phase 1b Study of Anti-C1q Treatment (ANX009) Show That the Classical Pathway Is a Key Driver of Complement Activation and Consumption in Patients with Active Lupus Nephritis",197
2375,Fragility of Randomized Clinical Trials of Systemic Lupus Erythematosus and Lupus Nephritis Therapies,101
2376,Multi-targeted Therapy Better in Achieving Complete Response in Lupus Nephritis: A Systematic Review and Meta-analysis,118
2377,Spanish National Registry of Belimumab in Patients with Systemic Lupus Erythematosus,84
2378,Modulation of B Cell and Interferon Pathways by Ianalumab in Patients with Systemic Lupus Erythematosus: Findings from a Phase 2 Clinical Trial,143
2379,"Hydroxychloroquine Discontinuation in the Real World: Reasons, Predictive Factors and Clinical Implications",107
2380,"Telitacicept versus Belimumab for Patients with Active Systemic Lupus Erythematosus: A Retrospective, Multicenter, Real-world Observational Study",145
2381,Paired Kidney Biopsies from the AURORA 2 Study of Voclosporin in Active Lupus Nephritis,87
2382,SLE Medication Usage and Organ Damage Among Adult SLE Patients with SLE Treated with Belimumab (BEL): Pooled Data from Three Open-Label Extension Studies over 11+ Years,168
2383,Efficacy of Belimumab in Patients with Systemic Lupus Erythematosus by Race and Ethnicity: A Large Post Hoc Integrated Analysis of Five Clinical Trials,151
2384,Incidence of Infections Among Adult Patients with SLE Treated with Belimumab (BEL): Pooled Data from Three Open-Label Extension Studies over 11+ Years,150
2385,"Selection of the Dose for Subcutaneous Administration to Non-Japanese Subjects and Intravenous Administration to Japanese Subjects in the First-in-Human Study of DS-7011a, an Anti-TLR7 Monoclonal Antibody for the Treatment of Systemic Lupus Erythematosus",254
2386,"Upregulation of Both APRIL and BAFF in Systemic Lupus Erythematosus Suggests Non-Redundant Roles, Further Revealed by Dual Inhibition with Povetacicept (ALPN-303; TACI vTD-Fc)",175
2387,Health Outcomes Among Patients (Pts) with SLE Initiating Belimumab (BEL) with and Without the Use of Immunosuppressants in the Previous 2 Years,143
2388,High Serum C-X-C Motif Chemokine Ligand 10 (CXCL10) Potentially Predicts New Onset of Systemic Sclerosis-Interstitial Lung Disease,130
2389,Role of Insulin-like Growth Factor Binding Protein-7 (IGFBP7) in Pulmonary Hypertension Pathogenesis and as a Biomarker Systemic Sclerosis-Associated Pulmonary Arterial Hypertension (SSc-PAH),191
2390,Is Midkine a Novel Biomarker for Acro-osteolysis in Systemic Sclerosis?,71
2391,Proteome-based Stratification of Therapeutic Target Population for MT-6194 in Systemic Sclerosis with Pulmonary Arterial Hypertension,133
2392,A Macrophage-Specific Mechanism for Mycophenolate Mofetil in the Treatment of Systemic Sclerosis,96
2393,The Involvement of CCR3-CCL24 Axis in Endothelial to Mesenchymal Transition Process and Pulmonary Arterial Hypertension in Systemic Sclerosis Patients,150
2394,Neutrophil Extracellular Traps Induce Endothelial-to-Mesenchymal Transition and Associate with Vascular Complications in Scleroderma,132
2395,Reversal of the Activation State of Pro-fibrotic CD206 Positive Macrophages by Therapeutic Peptide AUR300 in Systemic Sclerosis,127
2396,Systemic Sclerosis Macrophages Stimulate Calcinosis in Adipose Derived Mesenchymal Stem Cells via the Activin a Pathway,119
2397,Optimal Combination of Circulating Biomarkers for Predicting the Progression of Interstitial Lung Disease in Patients with Systemic Sclerosis,141
2398,Identification of Protein Biomarkers Associated with the Severity and Risk of Progression of Interstitial Lung Disease in VEDOSS and Established Systemic Sclerosis Patients,172
2399,Increase in Macrophage Infiltration in Scleroderma Esophageal Mucosa Is Associated with Motility and Mucosal Complications,122
2400,Circulating CTHRC1 Levels Are Associated with Disease Severity and Predict Survival in Systemic Sclerosis,105
2401,Decoding the Peripheral Immune Landscape of Systemic Sclerosis to Investigate Disease Stages and Interstitial Lung Disease Progression,134
2402,Spatial Frequency Domain Imaging as a Novel Method to Quantify Longitudinal Skin Changes in Scleroderma,103
2403,Characterization of the SFRP4+ PRG4+ Fibroblast Subpopulation in the Dermis of Healthy Skin and Its Relationship to SFRP4+ PRG4- Myofibroblasts in the Skin of Patients with Systemic Sclerosis,191
2404,Is Skin Disease a Local Manifestation of Systemic Tissue Turnover? Serological Collagen Biomarkers Provide Important Information on Skin Diseases Arising from Mutations in Collagen Genes,186
2405,Investigating Macrophage Heterogeneity in the Esophagus of SSc Patients,71
2406,C5 as a Genetic Marker for Discriminating Between IgA Vasculitis and IgA Nephropathy?,85
2407,Plasma and Urine Cytokine Profiles in Active ANCA-Associated Vasculitis,71
2408,Soluble Triggering Receptor Expressed on Myeloid Cell-1 Reflects the Cross-sectional Activity of Microscopic Polyangiitis and Granulomatosis with Polyangiitis,158
2409,SIRPα Expression in Systemic Vasculitis,39
2410,Torque Teno Virus as a Potential Biomarker for Assessment of Immunocompetence in Patients with ANCA-associated Vasculitis,121
2411,Clinical Characteristics of ANCA-associated Vasculitis with High Levels of Serum Interleukin 7,94
2412,Eosinophil Activation as a Biomarker for Discriminating Active and Remission Phase in ANCA-Associated Vasculitis,112
2413,"The Impact of Chronologic versus Biologic Age on the Risk of Severe Infection, End-Stage Renal Disease, and Death in Older Adults with ANCA-Associated Vasculitis",161
2414,Longitudinal Trajectories of Renal Function in ANCA-Associated Vasculitis: Findings from the Expanded Mass General Brigham Cohort,129
2415,A Real-World Descriptive Study of Renal Outcomes Among Patients with ANCA-Associated Vasculitis Initiating Remission Induction Therapy,134
2416,Renal Survival Rate of ANCA-associated Vasculitis in Korea: A Nationwide Population-Based Study Using Claims Data,113
2417,ANCA-associated Vasculitis and Renal Disease in a Multidisciplinary Outpatient Clinic in Northern Spain,103
2418,Relapse of Patients with ANCA-associated Vasculitis Who Are on Dialysis,71
2419,"Clinical Characteristics, Treatment Patterns, and Clinical Outcomes in Patients with Dual Positive Anti-Neutrophil Cytoplasmic Antibody and Anti-Glomerular Basement Membrane Antibody: A Single Center Experience",210
2420,Major Cardiovascular Adverse Events in Patients with ANCA Vasculitis Compared with Hypertension Control Group,109
